Family/kid friendly,Air conditioning,Carbon monoxide detector,TV,Lock on bedroom door,Fire extinguisher,Buzzer/wireless intercom,Free parking on premises,Laptop friendly workspace,Shampoo,Pets allowed,Hangers,Internet,Cable TV,First aid kit,Essentials,Hair dryer,Elevator,Smoke detector,Iron,review_score_category,log_price
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,high,5.135798437050261
0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,high,4.0943445622221
0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,high,4.31748811353631
1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,high,3.7612001156935615
0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.8283137373023015
1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,high,4.31748811353631
1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.8283137373023015
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,high,6.956545443151567
1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,high,6.131226489483143
0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.605170185988092
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,high,3.555348061489413
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,high,4.442651256490317
1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,6.1092475827643655
1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,high,4.59511985013459
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,high,5.010635294096256
0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.060443010546419
0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,high,4.007333185232471
0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,high,3.8918202981106265
0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,high,4.07753744390572
0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,high,5.010635294096256
1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.605170185988092
1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,high,5.003946305945459
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.48063892334199
1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.653960350157523
0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,high,4.59511985013459
1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,high,5.220355825078324
1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,high,5.0304379213924335
1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,high,5.159055299214528
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,high,3.912023005428147
0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,5.272999558563747
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,high,4.31748811353631
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.105945473900579
1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,high,5.1929568508902095
1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.075173815233828
0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,high,5.298317366548036
0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,high,3.737669618283368
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,mid,4.605170185988092
0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.220355825078324
0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,high,4.382026634673881
0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,high,3.713572066704309
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,high,4.442651256490317
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.7791234931115305
0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,high,5.402677381872278
0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,high,4.465908118654584
0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,high,3.912023005428147
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.010635294096256
1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.0304379213924335
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,high,5.003946305945459
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,high,4.997212273764115
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,high,5.010635294096256
0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,high,4.204692619390967
1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.605170185988092
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,mid,5.855071922202427
0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,high,4.48863636973214
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,mid,3.4657359027997265
1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,high,5.857933154483459
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,high,4.442651256490317
1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,mid,5.416100402204419
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,high,5.010635294096256
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,high,4.976733742420574
1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,high,5.062595033026967
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,mid,3.7612001156935615
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,high,5.010635294096256
1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,high,5.899897353582492
1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.521460917862246
1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,high,4.382026634673881
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.3694478524670215
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,high,4.787491742782046
1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,high,6.9985096422506015
1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,high,4.382026634673881
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.736198448394496
0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.787491742782046
0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,high,5.416100402204419
1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,high,5.272999558563747
1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,high,4.8283137373023015
1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,high,5.991464547107983
0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,high,4.4998096703302615
1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,mid,5.1929568508902095
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.700480365792417
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,high,5.298317366548036
0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.23410650459726
1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,high,5.010635294096256
1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.605170185988092
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,mid,3.912023005428147
1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.416100402204419
1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,mid,4.859812404361672
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.7791234931115305
0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.31748811353631
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,high,4.934473933130692
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high,5.6167710976665735
1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,high,4.736198448394496
0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,high,6.396929655216146
1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,high,6.856461984594588
1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,high,4.59511985013459
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,high,5.298317366548036
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.007333185232471
1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.31748811353631
1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,high,5.003946305945459
1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,high,5.1647859739235145
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,high,4.174387269895637
1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,high,4.4998096703302615
1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,high,6.732210706467207
0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,high,4.605170185988092
1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,high,4.4998096703302615
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,high,4.867534450455582
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,high,4.605170185988092
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.382026634673881
0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,mid,5.5606816310155285
1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,mid,4.941642422609304
0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,high,4.0943445622221
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,high,5.187385805840755
1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,high,5.241747015059644
1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,high,4.8283137373023015
1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,high,5.135798437050261
0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,high,4.394449154672439
0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,high,4.59511985013459
1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,high,5.416100402204419
0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,high,3.4011973816621555
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,high,4.442651256490317
0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,high,4.787491742782046
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.59511985013459
1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,high,4.787491742782046
1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,high,5.66988092298052
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.010635294096256
1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,high,4.787491742782046
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.298317366548036
1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,5.3230099791384085
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,high,3.912023005428147
1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,high,4.787491742782046
0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,high,5.476463551931511
0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,high,5.010635294096256
0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,high,4.248495242049359
0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,mid,4.90527477843843
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.298317366548036
0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,high,3.80666248977032
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,high,3.218875824868201
1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,high,4.382026634673881
1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,high,4.043051267834549
1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,5.899897353582492
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,high,3.9318256327243257
0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,high,4.248495242049359
0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.6524891802686525
0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,high,4.787491742782046
0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,high,4.941642422609304
0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,high,3.555348061489413
0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,high,5.105945473900579
0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,high,4.8283137373023015
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,high,4.0943445622221
1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,high,4.672828834461906
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,6.300785794663246
0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.700480365792417
0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.382026634673881
0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.0943445622221
1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,high,5.236441962829949
0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.553876891600541
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,high,3.8501476017100575
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,high,4.0943445622221
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,high,4.442651256490317
1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,mid,5.700443573390688
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.293304824724492
1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,high,4.59511985013459
1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,5.303304908059076
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.298317366548036
1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,high,5.003946305945459
1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,high,4.890349128221754
0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,high,5.298317366548036
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,high,4.59511985013459
1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.454347296253506
0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,high,4.248495242049359
1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,high,4.867534450455582
1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,high,4.174387269895637
0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,high,3.871201010907892
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,high,4.174387269895637
0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,high,4.442651256490317
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,high,4.248495242049359
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.926926025970412
1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,high,5.153291594497778
0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,high,5.857933154483459
0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,high,5.105945473900579
0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,high,4.859812404361672
1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.787491742782046
0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.8283137373023015
0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,high,5.17614973257383
1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,high,5.293304824724492
1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,high,4.382026634673881
0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.934473933130692
0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,high,4.248495242049359
0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,high,4.941642422609304
1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,high,3.4011973816621555
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,low,4.59511985013459
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,high,4.248495242049359
0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,high,4.248495242049359
1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,high,5.043425116919247
0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,high,4.605170185988092
0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,high,4.007333185232471
1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,high,4.8283137373023015
0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,4.4998096703302615
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,high,5.293304824724492
0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.59511985013459
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.010635294096256
0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,high,4.59511985013459
0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,high,3.912023005428147
0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,high,4.060443010546419
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.521460917862246
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.31748811353631
1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.248495242049359
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,high,4.382026634673881
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.003946305945459
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.74493212836325
0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.672828834461906
1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,5.828945617610207
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,high,5.220355825078324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.31748811353631
1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,high,5.521460917862246
0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,high,5.247024072160486
1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,low,3.912023005428147
1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,high,4.248495242049359
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,high,4.174387269895637
0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,high,4.23410650459726
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,high,4.382026634673881
0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,high,4.248495242049359
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,high,5.298317366548036
1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,5.010635294096256
1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,mid,4.31748811353631
1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,high,3.912023005428147
0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,high,4.262679877041316
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.298317366548036
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,high,3.737669618283368
0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,high,4.007333185232471
0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,high,5.003946305945459
0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,high,4.07753744390572
0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.653960350157523
0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,high,4.74493212836325
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,5.247024072160486
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,high,4.8283137373023015
0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,high,4.174387269895637
0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.31748811353631
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,high,5.298317366548036
0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.997212273764115
0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,high,5.003946305945459
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,high,4.174387269895637
1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,high,4.0943445622221
1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,high,4.90527477843843
1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,high,5.010635294096256
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,high,4.23410650459726
1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,high,5.634789603169249
1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,high,7.1693500166706015
0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,high,4.59511985013459
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,high,4.787491742782046
1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.934473933130692
1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,high,5.736572297479192
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,high,3.912023005428147
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.934473933130692
1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,high,6.214608098422191
1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,high,4.442651256490317
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,high,3.2958368660043287
0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.075173815233828
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,mid,4.663439094112067
0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,high,4.543294782270004
1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,4.976733742420574
0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,high,3.912023005428147
0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,3.4339872044851463
1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.31748811353631
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,high,5.298317366548036
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,high,5.521460917862246
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,high,4.442651256490317
1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,high,5.293304824724492
1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,high,4.997212273764115
1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,high,4.07753744390572
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,high,5.075173815233828
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,high,4.3694478524670215
0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,mid,3.7612001156935615
0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,high,5.978885764901122
0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,high,5.1298987149230735
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,high,4.174387269895637
